 ,ZG1,ZG2,ZG3,ZG4,ZG5,ZG6,ZG7,ZG8,ZG9,ZG10,ZG11,ZG12,ZG13,ZG14,ZG15,ZG16,ZG17,ZG18,ZG19,ZG20,ZG21,ZG22,ZG23,ZG24,ZG25,ZG26,ZG27,ZG28,ZG29,ZG30,ZG31,ZG32,ZG33,ZG34,ZG35,ZG36,ZG37,ZG38,ZG39,ZG40,ZG41,ZG42,ZG43,ZG44,ZG45,ZG46,ZG47,ZG48,ZG49,ZG50,ZG51,ZG52,ZG53,ZG54,ZG55,ZG56,ZG57,ZG58,ZG59,ZG60,ZG61,ZG62,ZG63,ZG64,ZG65,ZG66,ZG67,ZG68,ZG69,ZG70,ZG71,ZG72,ZG73,ZG74,ZG75,ZG76,ZG77,ZG78,ZG79,ZG80,ZG81,ZG82,ZG83,ZG84,ZG85,ZG86,ZG87,ZG88,ZG89,ZG90,ZG91,ZG92,ZG93,ZG94,ZG95,ZG96,ZG97,ZG98,ZG99,ZG100,ZG101,ZG102
ZG1,0,0.51122355631355,0.87493132263023,0.90450911095736,-0.81574474570325,0.99072554441697,0.2737970318753,0.43552354776868,0.74690319017436,0.89476490712688,0.99234323999566,0.88835564723798,0.93461590076862,0.99866689862325,0.8202606649981,0.99127363614513,0.82606520591071,0.81461819211867,0.2960947007787,0.77334587228148,0.60326326708342,0.98377126940419,0.96958487759716,0.99937202789929,-0.57328555400745,0.2963264100045,0.8381150023744,0.34767882345336,0.53961305525943,0.64156086629212,0.81211482542035,0.95536383806665,0.67609885115561,-0.12521112837136,0.084005148467459,0.9987151845506,0.95521246559546,0.79293660040876,-0.94813493731452,0.95475608733518,0.88008529062943,0.91010403309387,0.79691950295026,0.59154524344154,0.16237362050896,0.18414070548649,0.9102744950568,-0.99747299790257,0.99977098758954,0.97041137814638,-0.21207815623539,0.99995977547427,0.82344320111702,0.010964700048082,0.96418812149228,0.87489740553312,0.17851921159662,0.33691538820027,0.21814444789158,0.27055909804634,0.2878638957389,0.96855243243728,-0.0040342085647959,0.99313720102369,0.58745211025641,0.93710323907687,0.94018372248918,-0.049986800294928,0.44808035725131,-0.81241780164981,0.83887513635055,0.28699276649801,0.57528344306731,-0.84793775579318,-0.26169608126459,0.99752759603453,0.84773372289028,0.41913224050206,0.95862105675219,0.9100243153488,0.74722004133836,0.88571542052167,0.18941779449877,0.96359171776923,0.75963181379841,0.98449546851708,-0.99760926356843,0.88455916711018,-0.75467980830306,0.98738125281344,0.21463195350502,0.97895768250432,0.99765090127346,0.83315420329194,0.023908088998308,0.94238490036741,0.98335000027227,0.34443317225332,0.92849523895684,0.97888932427383,0.6938661888087,0.49603038866078
ZG2,0.51122355631355,0,0.8634705292925,0.095891167570419,0.080087026259583,0.62326248551709,-0.68663462877794,0.99630530565478,0.95330951703659,0.073649216464719,0.40115824055865,0.84876894610245,0.78346775107156,0.55490508251734,-0.072258868597722,0.39346981326413,0.90666688620199,0.91492964413385,0.97227950776033,-0.14952381490657,-0.37704340516581,0.65713528120106,0.28532021712534,0.54135597018969,-0.99727046484907,0.97233620341388,0.8972873725496,0.98357160476139,0.99944328664704,-0.33127740787134,-0.086313529026353,0.74231268483657,0.9788881706186,0.78867314364834,0.8993553119085,0.55411945227021,0.23399860366973,0.92903296429824,-0.75789996109261,0.74368497806407,0.041841097235331,0.82140444835021,0.92658397072616,0.99536037151948,0.93105156147337,0.9388881913918,0.82116965143065,-0.57099252996101,0.49271404894079,0.70361732508378,0.73147831500083,0.51891159395058,-0.066685995137488,0.8650015215528,0.26497356090356,0.86350585351969,0.93690519716646,0.98143918077816,0.95026983688566,0.96570945038725,0.97023129743085,0.70898562145865,0.85737839739104,0.40719831488087,0.99583514384666,0.17907701466489,0.18785786124932,0.83281892959728,0.99740977202909,0.085796026564246,0.89667069248402,0.97001063123616,0.99708730426098,0.022103904185005,0.69571110161866,0.44956118200389,0.88925148553604,0.9945845644408,0.73474173683372,0.82151413228738,-0.18917249098945,0.053818349736594,0.94072367040042,0.26281334744726,0.94728643426388,0.35254152992632,-0.45060762389501,0.8530779899464,-0.94968800086523,0.64087571435195,0.9491432544267,0.67584803039202,0.45114777683693,0.90123769788417,0.87142448796406,0.19425781008389,0.34653137208075,0.98294123588064,0.79381967235825,0.32476787080569,0.97361248509535,0.99984535716755
ZG3,0.87493132263023,0.8634705292925,0,0.58487412796391,-0.43362631087315,0.93261544351664,-0.22618913331709,0.81696139094497,0.97548072444998,0.56662337599327,0.80842249251049,0.9995951143199,0.98995139826647,0.89876084936562,0.44068734323967,0.80346278978588,0.99565962300962,0.99359707801698,0.72159523226986,0.36961948964832,0.14160653047186,0.94761934431019,0.72979814544902,0.89154057279695,-0.89835602123252,0.72176316413873,0.99744670916741,0.75823173335774,0.87981830142683,0.18986930010755,0.4279876963992,0.97893970705318,0.94833856147973,0.37088491990507,0.55603410208516,0.89834653248342,0.69244651801943,0.98881879038357,-0.98347964519729,0.97935623017985,0.54008613202192,0.99694072824798,0.98977644644405,0.90799618512985,0.61988651753456,0.63707681973804,0.99690847635646,-0.90712447086683,0.86436792617264,0.96596841942956,0.28767789432827,0.87923946122944,0.44569511274701,0.49381127386809,0.71516674133797,0.99999999754745,0.63266033661495,0.75071331364576,0.66344606779585,0.70290687080321,0.7156106312918,0.9679021386139,0.48071342846905,0.81229167630513,0.90586148137307,0.65087343100454,0.65762880655985,0.43990663952709,0.82495312769788,-0.42845709085834,0.99754536036492,0.7149750441896,0.89942535771154,-0.48518998602541,0.23840507732257,0.83873726751192,0.9985640794902,0.80637200103536,0.97658555557557,0.99695574317556,0.33194692242062,0.55013884572718,0.64120805995462,0.71359956925953,0.97955735241049,0.7764241458047,-0.83937480411985,0.99979489350263,-0.97800421954701,0.94057671300848,0.66074986687005,0.95533781598252,0.83970358440466,0.99676104766399,0.50502654358263,0.66252663615579,0.77236552289434,0.75597172585104,0.99219194115874,0.75748518584582,0.95579346182477,0.85446671478985
ZG4,0.90450911095736,0.095891167570419,0.58487412796391,0,-0.98451486316912,0.83817442267557,0.65781032074617,0.010050522454097,0.39201729142833,0.99975085724625,0.95025517238598,0.60771672166572,0.69369641200776,0.88129055898275,0.98586079447709,0.95283134746472,0.50684471513476,0.48948711292396,-0.13951113045239,0.9698637402011,0.88577238551957,0.81331261204475,0.98137531244448,0.88883023422618,-0.16912427031415,-0.1392709025174,0.52545457519422,-0.08537072528767,0.12904744399229,0.90741885604774,0.98340034040654,0.7381471432915,0.29732138383933,-0.53635275979166,-0.34896349649211,0.88173630894517,0.99019509354547,0.45737800580337,-0.72204046399634,0.73676233494036,0.99853232934383,0.64648332759007,0.46320608822495,0.19121998534413,-0.27392655243687,-0.2526049381624,0.64679725777645,-0.87192528936584,0.91342821241517,0.77477531525935,-0.60858024208572,0.90064775258416,0.98678149567508,-0.41651099087567,0.98522084231901,0.5848173182645,-0.25813166450303,-0.096778578541727,-0.21887014188809,-0.16582581958338,-0.14802753851304,0.76995860323849,-0.43009980604813,0.94817766006573,0.18624383654313,0.99647327800599,0.99568400170285,-0.47113469450356,0.02404548693804,-0.98349445771666,0.5266409381601,-0.14892696591398,0.17152906106436,-0.99302905990761,-0.64829899649401,0.93224223748648,0.54058211955071,-0.0080796725813252,0.74567624786746,0.64633657570821,0.95927893157916,0.999109949618,-0.24740389688357,0.98560199046199,0.40974790624226,0.96528947467544,-0.93181758289124,0.60118160025356,-0.40282096505257,0.82556153566788,-0.22237922336656,0.79845244513659,0.93159778511149,0.51774896204387,-0.40470731621242,0.99505772604136,0.96694503532977,-0.088816974427975,0.68147102918108,0.97257774319763,0.32051686123711,0.078371537838059
ZG5,-0.81574474570325,0.080087026259583,-0.43362631087315,-0.98451486316912,0,-0.72958554572818,-0.77965797526843,0.16539738154338,-0.22467720481248,-0.98818246066306,-0.88093886463065,-0.45909007688361,-0.55669072356738,-0.78480075862963,-0.99996918115029,-0.88487268238605,-0.34788003441554,-0.32904291146156,0.31093754903301,-0.99755702774277,-0.95341681913378,-0.69872343714926,-0.9325031961643,-0.79473717889044,-0.0062705073123188,0.31070696899864,-0.36816784637293,0.25870989269059,0.046786203416486,-0.96703367658613,-0.99998048020875,-0.60845172673477,-0.12534375959709,0.67600034496885,0.50784079917919,-0.78538549321288,-0.95037373414837,-0.29440499732457,0.58957734056293,-0.60682329792912,-0.99256403696193,-0.50273028861758,-0.30067255254034,-0.016192588925727,0.43828072630228,0.41830933808389,-0.50308600981078,0.7725891505674,-0.82793611532068,-0.65194601383112,0.73825639261247,-0.81052401078954,-0.99990971995006,0.5694328916894,-0.9399374236557,-0.43356320045294,0.42349458530269,0.26975819870967,0.38653168040769,0.33613207445349,0.31910518565902,-0.64617712122941,0.58169823651894,-0.8777947048789,-0.011125847578634,-0.96633311221829,-0.96399631049731,0.61846544322205,0.15157729946287,0.99998359077289,-0.36946447840999,0.31996701240391,0.0038300869071052,0.99831457484807,0.77173179323147,-0.85437629447907,-0.38473182893941,0.1832499600786,-0.61732473094676,-0.50256401418177,-0.99394000848301,-0.99103312128927,0.41342425340419,-0.94069954735087,-0.2434934283247,-0.90455627206348,0.8537667526113,-0.45178691260221,0.23613382566713,-0.71385305599281,0.38984727796285,-0.68054687619266,-0.85345151877852,-0.35975572360135,0.5587438280526,-0.9622420443182,-0.90727261968527,0.26204995928872,-0.54262508984399,-0.91674605609507,-0.1495008841045,0.097603992952471
ZG6,0.99072554441697,0.62326248551709,0.93261544351664,0.83817442267557,-0.72958554572818,0,0.1405717230526,0.55379881476346,0.83032596674526,0.82579171755229,0.96635737980643,0.94250594235306,0.97427412606164,0.99641857982903,0.73493221446892,0.96416860950929,0.89498141810893,0.88587210222722,0.42313384984489,0.68002883314038,0.48929971070383,0.99902756671042,0.92733558444883,0.99491807043329,-0.6793012442202,0.42335364593987,0.90446264828121,0.47185558833131,0.64900611343318,0.53138232867461,0.72529826949433,0.98664610844948,0.76994497322311,0.010759029418282,0.21862399871675,0.9963383075341,0.90614418713478,0.86837371966898,-0.98253286187613,0.98631007405913,0.80740586755953,0.95796851583581,0.87161058356257,0.6956137759189,0.29494273912875,0.31598760662858,0.95808649814076,-0.99787566485624,0.9875908223881,0.99422016988865,-0.077323870447377,0.99190441874874,0.73870907679123,0.14673307850834,0.91920827308825,0.93259016704512,0.31055909129527,0.4617247887382,0.34872709058068,0.39886024732397,0.41532080808828,0.99337743745663,0.13188033910662,0.96803473858875,0.69196448967728,0.88098350294032,0.88517468621867,0.086185174042545,0.565398888472,-0.72565576484624,0.90505679843588,0.41449327918935,0.68109016862208,-0.76804511065655,-0.1281260659519,0.97872711190574,0.91194426577716,0.53861229353945,0.98841289332229,0.95791332152273,0.64998846904459,0.81442232774894,0.32107942541399,0.91832407591867,0.84095551262744,0.95153040555256,-0.97896686321611,0.93973277743308,-0.83682936244887,0.99974166664618,0.34535295503327,0.99760615313915,0.97909014731532,0.90057335474198,0.15952575344626,0.88818936951179,0.94953793965103,0.46880270486924,0.97034156076836,0.94203836640903,0.78527741501629,0.60941375249548
ZG7,0.2737970318753,-0.68663462877794,-0.22618913331709,0.65781032074617,-0.77965797526843,0.1405717230526,0,-0.74653425191301,-0.43502417251852,0.67445818306504,0.39049168443112,-0.19838137178012,-0.086173040197291,0.22378641430491,0.7747176648977,0.3981908472802,-0.31586475497399,-0.33479438325109,-0.8375897353228,0.82149802861726,0.9322377280754,0.09678289842933,0.50087206470947,0.23954536800623,0.63108213046465,-0.83745718037364,-0.29517550110132,-0.80659169425237,-0.66199708568144,0.91341784466617,0.78355537410125,-0.022566808831633,-0.52354167785102,-0.9885007772165,-0.93538752407539,0.22470643919751,0.54614730457148,-0.36891742481471,0.0461250495709,-0.024616602811036,0.69763647439521,-0.14936156197975,-0.36280769674482,-0.6134988085103,-0.90456653296655,-0.89492364766319,-0.1489546134082,-0.20477342096882,0.29431685941556,0.033464885545363,-0.99797580378388,0.26515950668097,0.77117328694595,-0.95872757554746,0.51907643254263,-0.22625735412357,-0.89745972036351,-0.81331008675572,-0.8788969759592,-0.85183778249674,-0.84226002979169,0.025884880078858,-0.96288422272591,0.38440398914272,-0.61749247625764,0.59229023802208,0.58506956801103,-0.97427138121923,-0.73714849007943,-0.78323253555713,-0.29384239553845,-0.842749971488,-0.62918715522569,-0.74200235693481,-0.99992112916448,0.34071052911664,-0.27804630300579,-0.75847393822221,-0.011339076209,-0.14955173950763,0.84376820314598,0.6889955162982,-0.89251382460735,0.52098938087795,-0.41751680377211,0.4382590936329,-0.33960856313487,-0.20641494391496,0.42439321690512,0.11803225902789,-0.88060744625443,0.071770117698047,0.33903931199818,-0.30379253162794,-0.95496661450993,0.57976950360226,0.44401597186871,-0.80863174397425,-0.10293506621293,0.46459772278069,-0.50260847995013,-0.69931339796892
ZG8,0.43552354776868,0.99630530565478,0.81696139094497,0.010050522454097,0.16539738154338,0.55379881476346,-0.74653425191301,0,0.92385136217577,-0.012271773413403,0.32100731166307,0.80022164029579,0.72720314364737,0.48140837142706,-0.15764950712744,0.31306140921164,0.86708788892828,0.87688608896763,0.98876832937388,-0.23388801049247,-0.45519398252042,0.58997177588196,0.20195385622416,0.46714669988021,-0.98724474183999,0.98880455782745,0.8560597753613,0.99544091188806,0.9928853293764,-0.41108608452557,-0.17155623332047,0.68202444178951,0.95771746977117,0.83856065448007,0.93358171965866,0.48058068478476,0.14963628488329,0.89382434936028,-0.69907276815601,0.68352249928969,-0.044120400397587,0.76938707540841,0.89086129716329,0.98341949078518,0.95894893332618,0.96498182268791,0.76912411760334,-0.49837751228698,0.41615975218875,0.63999163697572,0.78733571011939,0.44357994401847,-0.15213055460552,0.90489860940412,0.18118224619473,0.81700177843789,0.96346659313037,0.99428299028417,0.97350495370328,0.98443861294197,0.98744553397009,0.64580009804136,0.89841301973995,0.32725428923951,0.98432577765249,0.093921542758898,0.10281069332886,0.87728157806372,0.99990204201319,0.17104448174891,0.85533791261014,0.98730145973013,0.98685325795722,0.10788337063844,0.75483164953001,0.37118602970246,0.84668189377107,0.99983564785438,0.67376921922693,0.76950992327243,-0.27280497444802,-0.032138143749033,0.96637696160303,0.1789792562723,0.91627090882905,0.27087084119044,-0.37227390208253,0.80511426262064,-0.91928112611243,0.57258092669479,0.97267597541206,0.61005233727233,0.37283549234763,0.86069302637404,0.91033256747706,0.10929398092357,0.26469032293797,0.99510499806589,0.73865726644274,0.2423411832547,0.95041632908157,0.99766154329492
ZG9,0.74690319017436,0.95330951703659,0.97548072444998,0.39201729142833,-0.22467720481248,0.83032596674526,-0.43502417251852,0.92385136217577,0,0.37138531832453,0.65905801374526,0.96882355872472,0.93455673871397,0.78023004302114,0.23232046587446,0.65273383370739,0.99172994071194,0.99410034431868,0.85627034806851,0.15605750899327,-0.079732652787856,0.85408887276225,0.56144020080029,0.76999521092372,-0.9730052501575,0.85639563063318,0.98870733904919,0.88313251721216,0.96285437746981,-0.030867560128241,0.21858442786295,0.91000657853886,0.99491013993653,0.56617926387684,0.72532618606479,0.77963918779313,0.51668376374519,0.99739318941233,-0.91952594638238,0.91085473374936,0.34161802718064,0.95529434944574,0.99689798818354,0.97794359647547,0.7773860807822,0.79109765569074,0.95517259042851,-0.79225697441269,0.73250238597647,0.88535641018961,0.49140552515447,0.75283709438775,0.23775034351842,0.67308239457413,0.54380218634441,0.97549613602554,0.78758816867552,0.87770063159465,0.81185166686832,0.8422144965118,0.85179353853905,0.88885652288269,0.66191422287989,0.66401004909235,0.9768726600097,0.46782906601064,0.4757050110042,0.62676624959085,0.92911810370027,-0.21909126687251,0.98849732726543,0.8513167151,0.97356556689659,-0.28084932869387,0.44629847102051,0.69832782599753,0.98587002927349,0.91676044882577,0.9052936592882,0.95535119768042,0.11620217887028,0.35286285116813,0.79437199607558,0.54192131847488,0.99981271124258,0.61868693594683,-0.69916612791715,0.97082333894212,-0.99993069354047,0.8427777463464,0.80974582945217,0.86687503841774,0.69959866122002,0.99002046651916,0.68259976106302,0.48142994355754,0.61363453270166,0.8815043516179,0.94041506195528,0.59522926364762,0.99707160967409,0.94785125940192
ZG10,0.89476490712688,0.073649216464719,0.56662337599327,0.99975085724625,-0.98818246066306,0.82579171755229,0.67445818306504,-0.012271773413403,0.37138531832453,0,0.94306607107053,0.5898390688191,0.6774465496257,0.87052268767005,0.989355410185,0.94581955107958,0.48747697183878,0.46990108412288,-0.16157900413423,0.97506055197847,0.89591128453779,0.80012306883193,0.97684295630849,0.87838052566869,-0.14708275375697,-0.16133959084881,0.50633254054136,-0.10758888705329,0.10688101166264,0.91657263979452,0.98720544371133,0.72290465986614,0.27593579784107,-0.5550578512457,-0.36979429882495,0.87098690224017,0.98683035399633,0.43741467649329,-0.7064178263916,0.72148644614122,0.99949242884831,0.62929300414042,0.44330875579976,0.16926330836681,-0.29532546340227,-0.27413904422493,0.62961279629945,-0.86077886430631,0.90411602698846,0.76047018188666,-0.62614009709515,0.89072380924113,0.99015289423888,-0.43669985267491,0.98115205568343,0.56656566617092,-0.27963181050812,-0.11897061027499,-0.24059533811708,-0.18779639267281,-0.17006567353388,0.75552393255489,-0.45014355928403,0.94084916493619,0.1642670527693,0.99435204986615,0.99336436909887,-0.4907057332717,0.0017250306948315,-0.9872881353454,0.50753498754596,-0.17096186260203,0.14949622360304,-0.99541261586052,-0.66513230953847,0.92393349110725,0.52166904332813,-0.030397850243032,0.73061785122485,0.62914351368146,0.96534471208745,0.99980256630854,-0.26896927425941,0.98158236961988,0.38928470474971,0.95921914922538,-0.92348456350308,0.58319489609829,-0.38229074109953,0.81275988809602,-0.24408582809745,0.784815031146,0.923252235329,0.49852369480268,-0.42501776774385,0.99259338871733,0.96101263064775,-0.11102755246148,0.66496579045796,0.96714407739434,0.29929367652129,0.056099747123313
